Date,USD (PM),BTC Price,Delta(G),Delta(B),PE(G),PE(B)
4/30/19,1282.3,5260.65,2.8,-40.64,1,0
5/1/19,1283.8,5269.79,1.5,9.14,1,1
5/2/19,1270.95,5326.67,-12.85,56.88,0,1
5/3/19,1278.55,5390.16,7.6,63.49,1,1
5/4/19,1281.2,5657.14,2.65,266.98,1,1
5/5/19,1281.2,5771.08,0.0,113.94,1
5/6/19,1281.2,5717.66,0.0,-53.42,0
5/7/19,1281.2,5684.47,0.0,-33.19,0
5/8/19,1285.2,5755.72,4.0,71.25,1,1
5/9/19,1286.1,5936.72,0.9,181.0,1,1
5/10/19,1287.1,6146.91,1.0,210.19,1,1
5/11/19,1295.6,6348.02,8.5,201.11,1,1
5/12/19,1295.6,7248.31,0.0,900.29,1
5/13/19,1295.6,6978.63,0.0,-269.68,0
5/14/19,1298.4,7823.11,2.8,844.48,1,1
5/15/19,1299.1,7992.69,0.7,169.58,1,1
5/16/19,1291.7,8206.9,-7.4,214.21,0,1
5/17/19,1280.8,7885.96,-10.9,-320.94,0,0
5/18/19,1276.85,7362.22,-3.95,-523.74,0,0
5/19/19,1276.85,7265.05,0.0,-97.17,0
5/20/19,1276.85,8193.7,0.0,928.65,1
5/21/19,1271.15,8007.03,-5.7,-186.67,0,0
5/22/19,1273.8,7952.5,2.65,-54.53,1,0
5/23/19,1283.65,7625.93,9.85,-326.57,1,0
5/24/19,1282.5,7880.29,-1.15,254.36,0,1
5/25/19,1278.3,8003.26,-4.2,122.97,0,1
5/26/19,1278.3,8071.45,0.0,68.19,1
5/27/19,1278.3,8744.42,0.0,672.97,1
5/28/19,1278.3,8770.06,0.0,25.64,1
5/29/19,1281.65,8719.88,3.35,-50.18,1,0
5/30/19,1280.95,8662.98,-0.7,-56.9,0,0
5/31/19,1295.55,8272.46,14.6,-390.52,1,0
6/1/19,1317.1,8553.81,21.55,281.35,1,1
6/2/19,1317.1,8554.8,0.0,0.99,1
6/3/19,1317.1,8739.03,0.0,184.23,1
6/4/19,1324.25,8134.92,7.15,-604.11,1,0
6/5/19,1335.05,7675.8,10.8,-459.12,1,0
6/6/19,1335.5,7786.04,0.45,110.24,1,1
6/7/19,1340.65,7803.23,5.15,17.19,1,1
6/8/19,1328.6,7998.29,-12.05,195.06,0,1
6/9/19,1328.6,7931.34,0.0,-66.95,0
6/10/19,1328.6,7640.61,0.0,-290.73,0
6/11/19,1324.3,8020.38,-4.3,379.77,0,1
6/12/19,1332.35,7917.58,8.05,-102.8,1,0
6/13/19,1335.9,8173.06,3.55,255.48,1,1
6/14/19,1351.25,8237.88,15.35,64.82,1,1
6/15/19,1341.3,8693.6,-9.95,455.72,0,1
6/16/19,1341.3,8859.47,0.0,165.87,1
6/17/19,1341.3,8978.99,0.0,119.52,1
6/18/19,1341.35,9327.48,0.05,348.49,1,1
6/19/19,1344.05,9076.18,2.7,-251.3,1,0
6/20/19,1379.5,9281.7,35.45,205.52,1,1
6/21/19,1397.15,9531.35,17.65,249.65,1,1
6/22/19,1405.7,10209.38,8.55,678.03,1,1
6/23/19,1405.7,10668.63,0.0,459.25,1
6/24/19,1405.7,10814.48,0.0,145.85,1
6/25/19,1431.4,11017.5,25.7,203.02,1,1
6/26/19,1403.95,11766.4,-27.45,748.9,0,1
6/27/19,1402.5,12932.55,-1.45,1166.15,0,1
6/28/19,1409.0,11132.85,6.5,-1799.7,1,0
6/29/19,1390.1,12374.35,-18.9,1241.5,0,1
6/30/19,1390.1,11890.38,0.0,-483.97,0
7/1/19,1390.1,10737.73,0.0,-1152.65,0
7/2/19,1391.05,10578.72,0.95,-159.01,1,0
7/3/19,1413.5,10805.4,22.45,226.68,1,1
7/4/19,1414.9,11984.76,1.4,1179.36,1,1
7/5/19,1388.65,11160.49,-26.25,-824.27,0,0
7/6/19,1400.1,10955.16,11.45,-205.33,1,0
7/7/19,1400.1,11232.04,0.0,276.88,1
7/8/19,1400.1,11477.01,0.0,244.97,1
7/9/19,1391.55,12313.08,-8.55,836.07,0,1
7/10/19,1408.3,12586.78,16.75,273.7,1,1
7/11/19,1413.75,12099.9,5.45,-486.88,1,0
7/12/19,1407.6,11352.87,-6.15,-747.03,0,0
7/13/19,1412.4,11803.97,4.8,451.1,1,1
7/14/19,1412.4,11389.1,0.0,-414.87,0
7/15/19,1412.4,10186.96,0.0,-1202.14,0
7/16/19,1409.85,10873.5,-2.55,686.54,0,1
7/17/19,1410.35,9397.72,0.5,-1475.78,1,0
7/18/19,1417.45,9674.28,7.1,276.56,1,1
7/19/19,1439.7,10638.56,22.25,964.28,1,1
7/20/19,1427.75,10535.75,-11.95,-102.81,0,0
7/21/19,1427.75,10764.9,0.0,229.15,1
7/22/19,1427.75,10587.41,0.0,-177.49,0
7/23/19,1425.55,10323.62,-2.2,-263.79,0,0
7/24/19,1426.95,9844.3,1.4,-479.32,1,0
7/25/19,1416.1,9772.17,-10.85,-72.13,0,0
7/26/19,1420.4,9875.17,4.3,103.0,1,1
7/27/19,1419.05,9848.65,-1.35,-26.52,0,0
7/28/19,1419.05,9473.99,0.0,-374.66,0
7/29/19,1419.05,9530.0,0.0,56.01,1
7/30/19,1425.9,9501.33,6.85,-28.67,1,0
7/31/19,1427.55,9589.13,1.65,87.8,1,1
8/1/19,1406.8,10084.7,-20.75,495.57,0,1
8/2/19,1441.75,10407.17,34.95,322.47,1,1
8/3/19,1465.25,10529.55,23.5,122.38,1,1
8/4/19,1465.25,10814.57,0.0,285.02,1
8/5/19,1465.25,10980.23,0.0,165.66,1
8/6/19,1465.25,11787.99,0.0,807.76,1
8/7/19,1506.05,11465.67,40.8,-322.32,1,0
8/8/19,1495.75,11960.82,-10.3,495.15,0,1
8/9/19,1497.7,11996.41,1.95,35.59,1,1
8/10/19,1504.7,11856.64,7.0,-139.77,1,0
8/11/19,1504.7,11282.22,0.0,-574.42,0
8/12/19,1504.7,11566.84,0.0,284.62,1
8/13/19,1498.4,11386.26,-6.3,-180.58,0,0
8/14/19,1513.25,10858.12,14.85,-528.14,1,0
8/15/19,1515.65,10016.96,2.4,-841.16,1,0
8/16/19,1515.25,10302.17,-0.4,285.21,0,1
8/17/19,1496.6,10359.44,-18.65,57.27,0,1
8/18/19,1496.6,10214.52,0.0,-144.92,0
8/19/19,1496.6,10317.6,0.0,103.08,1
8/20/19,1504.55,10917.26,7.95,599.66,1,1
8/21/19,1503.25,10760.56,-1.3,-156.7,0,0
8/22/19,1502.05,10129.4,-1.2,-631.16,0,0
8/23/19,1503.8,10111.98,1.75,-17.42,1,0
8/24/19,1532.95,10405.81,29.15,293.83,1,1
8/25/19,1532.95,10143.8,0.0,-262.01,0
8/26/19,1532.95,10135.06,0.0,-8.74,0
8/27/19,1532.95,10360.28,0.0,225.22,1
8/28/19,1537.15,10171.95,4.2,-188.33,1,0
8/29/19,1540.2,9717.82,3.05,-454.13,1,0
8/30/19,1528.4,9484.55,-11.8,-233.27,0,0
8/31/19,1525.95,9577.99,-2.45,93.44,0,1
9/1/19,1525.95,9600.9,0.0,22.91,1
9/2/19,1525.95,9769.79,0.0,168.89,1
9/3/19,1537.85,10386.64,11.9,616.85,1,1
9/4/19,1546.1,10621.29,8.25,234.65,1,1
9/5/19,1529.1,10584.16,-17.0,-37.13,0,0
9/6/19,1523.7,10577.8,-5.4,-6.36,0,0
9/7/19,1509.2,10317.47,-14.5,-260.33,0,0
9/8/19,1509.2,10487.21,0.0,169.74,1
9/9/19,1509.2,10406.31,0.0,-80.9,0
9/10/19,1498.25,10313.66,-10.95,-92.65,0,0
9/11/19,1490.65,10101.03,-7.6,-212.63,0,0
9/12/19,1515.2,10159.32,24.55,58.29,1,1
9/13/19,1503.1,10420.16,-12.1,260.84,0,1
9/14/19,1497.2,10363.9,-5.9,-56.26,0,0
9/15/19,1497.2,10361.33,0.0,-2.57,0
9/16/19,1497.2,10310.43,0.0,-50.9,0
9/17/19,1502.1,10265.63,4.9,-44.8,1,0
9/18/19,1503.5,10190.36,1.4,-75.27,1,0
9/19/19,1500.7,10157.59,-2.8,-32.77,0,0
9/20/19,1501.9,10275.88,1.2,118.29,1,1
9/21/19,1522.1,10173.11,20.2,-102.77,1,0
9/22/19,1522.1,9979.49,0.0,-193.62,0
9/23/19,1522.1,10033.05,0.0,53.56,1
9/24/19,1520.65,9683.38,-1.45,-349.67,0,0
9/25/19,1528.75,8553.61,8.1,-1129.77,1,0
9/26/19,1506.4,8432.23,-22.35,-121.38,0,0
9/27/19,1489.9,8055.64,-16.5,-376.59,0,0
9/28/19,1485.3,8193.9,-4.6,138.26,0,1
9/29/19,1485.3,8225.0,0.0,31.1,1
9/30/19,1485.3,8056.74,0.0,-168.26,0
10/1/19,1473.45,8307.74,-11.85,251.0,0,1
10/2/19,1492.6,8322.92,19.15,15.18,1,1
10/3/19,1517.1,8382.03,24.5,59.11,1,1
10/4/19,1499.15,8236.17,-17.95,-145.86,0,0
10/5/19,1501.25,8155.48,2.1,-80.69,1,0
10/6/19,1501.25,8147.69,0.0,-7.79,0
10/7/19,1501.25,7869.74,0.0,-277.95,0
10/8/19,1505.85,8212.02,4.6,342.28,1,1
10/9/19,1507.25,8190.0,1.4,-22.02,1,0
10/10/19,1494.8,8587.92,-12.45,397.92,0,1
10/11/19,1479.15,8586.9,-15.65,-1.02,0,0
10/12/19,1490.6,8269.73,11.45,-317.17,1,0
10/13/19,1490.6,8308.01,0.0,38.28,1
10/14/19,1490.6,8283.76,0.0,-24.25,0
10/15/19,1487.8,8353.54,-2.8,69.78,0,1
10/16/19,1485.1,8162.16,-2.7,-191.38,0,0
10/17/19,1492.65,8002.51,7.55,-159.65,1,0
10/18/19,1490.0,8076.78,-2.65,74.27,0,1
10/19/19,1491.65,7954.15,1.65,-122.63,1,0
10/20/19,1491.65,7960.04,0.0,5.89,1
10/21/19,1491.65,8231.06,0.0,271.02,1
10/22/19,1485.35,8222.52,-6.3,-8.54,0,0
10/23/19,1494.45,8026.76,9.1,-195.76,1,0
10/24/19,1496.55,7469.56,2.1,-557.2,1,0
10/25/19,1513.45,7431.88,16.9,-37.68,1,0
10/26/19,1492.4,8666.79,-21.05,1234.91,0,1
10/27/19,1492.4,9259.8,0.0,593.01,1
10/28/19,1492.4,9551.54,0.0,291.74,1
10/29/19,1486.75,9218.76,-5.65,-332.78,0,0
10/30/19,1492.1,9433.35,5.35,214.59,1,1
10/31/19,1510.95,9164.62,18.85,-268.73,1,0
11/1/19,1508.8,9147.98,-2.15,-16.64,0,0
11/2/19,1509.45,9252.99,0.65,105.01,1,1
11/3/19,1509.45,9301.18,0.0,48.19,1
11/4/19,1509.45,9206.16,0.0,-95.02,0
11/5/19,1488.95,9418.05,-20.5,211.89,0,1
11/6/19,1486.05,9310.19,-2.9,-107.86,0,0
11/7/19,1484.25,9343.34,-1.8,33.15,0,1
11/8/19,1464.15,9204.24,-20.1,-139.1,0,0
11/9/19,1458.7,8766.04,-5.45,-438.2,0,0
11/10/19,1458.7,8809.41,0.0,43.37,1
11/11/19,1458.7,9037.12,0.0,227.71,1
11/12/19,1452.05,8717.81,-6.65,-319.31,0,0
11/13/19,1462.9,8801.52,10.85,83.71,1,1
11/14/19,1466.65,8762.42,3.75,-39.1,1,0
11/15/19,1466.9,8632.32,0.25,-130.1,1,0
11/16/19,1467.65,8457.69,0.75,-174.63,1,0
11/17/19,1467.65,8482.7,0.0,25.01,1
11/18/19,1467.65,8503.93,0.0,21.23,1
11/19/19,1468.45,8175.99,0.8,-327.94,1,0
11/20/19,1471.7,8120.8,3.25,-55.19,1,0
11/21/19,1467.05,8081.81,-4.65,-38.99,0,0
11/22/19,1464.45,7617.07,-2.6,-464.74,0,0
11/23/19,1458.4,7286.35,-6.05,-330.72,0,0
11/24/19,1458.4,7324.03,0.0,37.68,1
11/25/19,1458.4,6907.4,0.0,-416.63,0
11/26/19,1454.65,7130.25,-3.75,222.85,0,1
11/27/19,1454.35,7163.63,-0.3,33.38,0,1
11/28/19,1454.65,7523.83,0.3,360.2,1,1
11/29/19,1460.15,7431.0,5.5,-92.83,1,0
11/30/19,1461.15,7757.47,1.0,326.47,1,1
12/1/19,1461.15,7557.72,0.0,-199.75,0
12/2/19,1461.15,7402.69,0.0,-155.03,0
12/3/19,1477.3,7309.59,16.15,-93.1,1,0
12/4/19,1475.1,7296.77,-2.2,-12.82,0,0
12/5/19,1475.95,7192.85,0.85,-103.92,1,0
12/6/19,1459.65,7395.97,-16.3,203.12,0,1
12/7/19,1461.7,7547.19,2.05,151.22,1,1
12/8/19,1461.7,7504.83,0.0,-42.36,0
12/9/19,1461.7,7522.39,0.0,17.56,1
12/10/19,1464.95,7337.42,3.25,-184.97,1,0
12/11/19,1466.8,7220.76,1.85,-116.66,1,0
12/12/19,1467.8,7202.31,1.0,-18.45,1,0
12/13/19,1466.6,7189.16,-1.2,-13.15,0,0
12/14/19,1477.9,7251.87,11.3,62.71,1,1
12/15/19,1477.9,7067.74,0.0,-184.13,0
12/16/19,1477.9,7111.14,0.0,43.4,1
12/17/19,1475.8,6879.54,-2.1,-231.6,0,0
12/18/19,1474.05,6612.12,-1.75,-267.42,0,0
12/19/19,1476.7,7284.29,2.65,672.17,1,1
12/20/19,1479.0,7150.86,2.3,-133.43,1,0
12/21/19,1482.1,7190.17,3.1,39.31,1,1
12/22/19,1482.1,7143.2,0.0,-46.97,0
12/23/19,1482.1,7514.41,0.0,371.21,1
12/24/19,nan,7322.08,nan,-192.33,0
12/25/19,1511.5,7250.69,nan,-71.39,0
12/26/19,1511.5,7192.72,0.0,-57.97,0
12/27/19,1511.5,7194.4,0.0,1.68,1
12/28/19,1514.75,7243.93,3.25,49.53,1,1
12/29/19,1514.75,7301.07,0.0,57.14,1
12/30/19,1514.75,7385.36,0.0,84.29,1
12/31/19,nan,7219.6,nan,-165.76,0
1/1/20,1527.1,7168.31,nan,-51.29,0
1/2/20,1527.1,7175.68,0.0,7.37,1
1/3/20,1548.75,6944.33,21.65,-231.35,1,0
1/4/20,1573.1,7326.35,24.35,382.02,1,1
1/5/20,1573.1,7347.89,0.0,21.54,1
1/6/20,1573.1,7351.57,0.0,3.68,1
1/7/20,1567.85,7759.24,-5.25,407.67,0,1
1/8/20,1571.95,8165.47,4.1,406.23,1,1
1/9/20,1550.75,8042.65,-21.2,-122.82,0,0
1/10/20,1553.6,7817.92,2.85,-224.73,1,0
1/11/20,1549.9,8184.66,-3.7,366.74,0,1
1/12/20,1549.9,8021.49,0.0,-163.17,0
1/13/20,1549.9,8173.97,0.0,152.48,1
1/14/20,1545.1,8105.24,-4.8,-68.73,0,0
1/15/20,1549.0,8842.42,3.9,737.18,1,1
1/16/20,1554.55,8813.89,5.55,-28.53,1,0
1/17/20,1557.6,8722.03,3.05,-91.86,1,0
1/18/20,1560.15,8900.34,2.55,178.31,1,1
1/19/20,1560.15,8910.85,0.0,10.51,1
1/20/20,1560.15,8703.36,0.0,-207.49,0
1/21/20,1551.3,8626.47,-8.85,-76.89,0,0
1/22/20,1556.9,8722.26,5.6,95.79,1,1
1/23/20,1562.9,8658.94,6.0,-63.32,1,0
1/24/20,1564.3,8388.11,1.4,-270.83,1,0
1/25/20,1580.1,8428.17,15.8,40.06,1,1
1/26/20,1580.1,8327.36,0.0,-100.81,0
1/27/20,1580.1,8588.42,0.0,261.06,1
1/28/20,1574.0,8895.78,-6.1,307.36,0,1
1/29/20,1573.45,9385.69,-0.55,489.91,0,1
1/30/20,1578.25,9279.81,4.8,-105.88,1,0
1/31/20,1584.2,9502.37,5.95,222.56,1,1
2/1/20,1574.75,9333.77,-9.45,-168.6,0,0
2/2/20,1574.75,9378.09,0.0,44.32,1
2/3/20,1574.75,9314.56,0.0,-63.53,0
2/4/20,1558.35,9162.14,-16.4,-152.42,0,0
2/5/20,1553.3,9162.14,-5.05,0.0,0,
2/6/20,1563.3,9614.9,10.0,452.76,1,1
2/7/20,1572.65,9755.66,9.35,140.76,1,1
2/8/20,1573.2,9807.54,0.55,51.88,1,1
2/9/20,1573.2,9907.12,0.0,99.58,1
2/10/20,1573.2,10162.41,0.0,255.29,1
2/11/20,1570.5,9854.79,-2.7,-307.62,0,0
2/12/20,1563.7,10275.38,-6.8,420.59,0,1
2/13/20,1575.05,10354.3,11.35,78.92,1,1
2/14/20,1581.4,10242.43,6.35,-111.87,1,0
2/15/20,1580.8,10368.53,-0.6,126.1,0,1
2/16/20,1580.8,9904.17,0.0,-464.36,0
2/17/20,1580.8,9937.67,0.0,33.5,1
2/18/20,1589.85,9703.93,9.05,-233.74,1,0
2/19/20,1604.2,10180.65,14.35,476.72,1,1
2/20/20,1619.0,9604.72,14.8,-575.93,1,0
2/21/20,1643.3,9606.86,24.3,2.14,1,1
2/22/20,1671.65,9696.58,28.35,89.72,1,1
2/23/20,1671.65,9669.63,0.0,-26.95,0
2/24/20,1671.65,9989.39,0.0,319.76,1
2/25/20,1650.3,9663.75,-21.35,-325.64,0,0
2/26/20,1634.9,9309.15,-15.4,-354.6,0,0
2/27/20,1652.0,8785.52,17.1,-523.63,1,0
2/28/20,1609.85,8804.72,-42.15,19.2,0,1
3/1/20,1599.65,8712.35,-10.2,-92.37,0,0
2/29/20,1599.65,8534.17,0.0,-178.18,0
3/2/20,1599.65,8912.82,0.0,378.65,1
3/3/20,1615.5,8912.82,15.85,0.0,1,
3/4/20,1641.85,8754.34,26.35,-158.48,1,0
3/5/20,1659.6,8758.9,17.75,4.56,1,1
3/7/20,1683.65,9067.39,24.05,308.49,1,1
3/8/20,1683.65,9155.89,0.0,88.5,1
3/6/20,1683.65,8898.63,0.0,-257.26,0
3/9/20,1672.5,8039.38,-11.15,-859.25,0,0
3/10/20,1655.7,7931.94,-16.8,-107.44,0,0
3/11/20,1653.75,7885.46,-1.95,-46.48,0,0
3/12/20,1570.7,7936.65,-83.05,51.19,0,1
3/14/20,1562.8,4830.21,-7.9,-3106.44,0,0
3/15/20,1562.8,5609.03,0.0,778.82,1
3/13/20,1562.8,5166.26,0.0,-442.77,0
3/16/20,1487.7,5348.44,-75.1,182.18,0,1
3/17/20,1536.2,5026.35,48.5,-322.09,1,0
3/18/20,1498.2,5357.61,-38.0,331.26,0,1
3/19/20,1474.25,5410.23,-23.95,52.62,0,1
3/21/20,1494.4,6195.2,20.15,784.97,1,1
3/22/20,1494.4,6226.44,0.0,31.24,1
3/20/20,1494.4,6189.85,0.0,-36.59,0
3/23/20,1525.4,5822.62,31.0,-367.23,1,0
3/24/20,1605.75,6502.16,80.35,679.54,1,1
3/25/20,1605.45,6768.49,-0.3,266.33,0,1
3/26/20,1634.8,6698.46,29.35,-70.03,1,0
3/28/20,1617.3,6763.75,-17.5,65.29,0,1
3/29/20,1617.3,6369.09,0.0,-394.66,0
3/27/20,1617.3,6260.95,0.0,-108.14,0
3/30/20,1618.3,5885.41,1.0,-375.54,1,0
3/31/20,1608.95,6405.29,-9.35,519.88,0,1
4/1/20,1576.55,6428.28,-32.4,22.99,0,1
4/2/20,1616.8,6652.87,40.25,224.59,1,1
4/4/20,1613.1,6809.11,-3.7,156.24,0,1
4/5/20,1613.1,6741.67,0.0,-67.44,0
4/3/20,1613.1,6871.69,0.0,130.02,1
4/6/20,1648.3,6777.44,35.2,-94.25,1,0
4/7/20,1649.25,7343.2,0.95,565.76,1,1
4/8/20,1647.8,7205.55,-1.45,-137.65,0,0
4/10/20,1680.65,7365.03,32.85,159.48,1,1
4/11/20,1680.65,7293.69,0.0,-71.34,0
4/12/20,1680.65,6873.24,0.0,-420.45,0
4/13/20,1680.65,6891.6,0.0,18.36,1
4/9/20,1680.65,6915.37,0.0,23.77,1
4/14/20,1741.9,6857.66,61.25,-57.71,1,0
4/15/20,1718.65,6871.95,-23.25,14.29,0,1
4/16/20,1729.5,6623.8,10.85,-248.15,1,0
4/18/20,1692.55,7112.27,-36.95,488.47,0,1
4/19/20,1692.55,7034.89,0.0,-77.38,0
4/17/20,1692.55,7259.36,0.0,224.47,1
4/20/20,1686.2,7130.04,-6.35,-129.32,0,0
4/21/20,1682.05,6840.24,-4.15,-289.8,0,0
4/22/20,1710.55,6852.52,28.5,12.28,1,1
4/23/20,1736.25,7130.99,25.7,278.47,1,1
4/25/20,1715.9,7477.6,-20.35,346.61,0,1
4/26/20,1715.9,7507.08,0.0,29.48,1
4/24/20,1715.9,7549.52,0.0,42.44,1
4/27/20,1714.95,7699.27,-0.95,149.75,0,1
4/28/20,1691.55,7790.66,-23.4,91.39,0,1
4/29/20,1703.35,7765.33,11.8,-25.33,1,0
4/30/20,1702.75,8777.63,-0.6,1012.3,0,1
5/2/20,1686.25,8628.77,-16.5,-148.86,0,0
5/3/20,1686.25,8824.66,0.0,195.89,1
5/1/20,1686.25,8973.82,0.0,149.16,1
5/4/20,1709.1,8903.95,22.85,-69.87,1,0
5/5/20,1699.55,8885.93,-9.55,-18.02,0,0
5/6/20,1691.5,9030.96,-8.05,145.03,0,1
5/8/20,1704.05,9170.79,12.55,139.83,1,1
5/9/20,1704.05,10002.48,0.0,831.69,1
5/10/20,1704.05,9821.8,0.0,-180.68,0
5/7/20,1704.05,9527.39,0.0,-294.41,0
5/11/20,1702.75,8754.46,-1.3,-772.93,0,0
5/12/20,1702.4,8617.25,-0.35,-137.21,0,0
5/13/20,1708.4,8814.53,6.0,197.28,1,1
5/14/20,1731.6,9305.93,23.2,491.4,1,1
5/16/20,1735.35,9790.31,3.75,484.38,1,1
5/17/20,1735.35,9303.59,0.0,-486.72,0
5/15/20,1735.35,9385.7,0.0,82.11,1
5/18/20,1734.7,9669.4,-0.65,283.7,0,1
5/19/20,1737.95,9719.37,3.25,49.97,1,1
5/20/20,1748.3,9785.74,10.35,66.37,1,1
5/21/20,1724.9,9510.67,-23.4,-275.07,0,0
5/23/20,1733.55,9057.57,8.65,-453.1,1,0
5/24/20,1733.55,9167.26,0.0,109.69,1
5/25/20,1733.55,9178.32,0.0,11.06,1
5/22/20,1733.55,8730.73,0.0,-447.59,0
5/26/20,1720.25,8899.66,-13.3,168.93,0,1
5/27/20,1694.6,8842.85,-25.65,-56.81,0,0
5/28/20,1717.35,9197.54,22.75,354.69,1,1
5/30/20,1728.7,9569.21,11.35,371.67,1,1
5/31/20,1728.7,9425.98,0.0,-143.23,0
5/29/20,1728.7,9698.1,0.0,272.12,1
6/1/20,1730.6,9450.84,1.9,-247.26,1,0
6/2/20,1742.15,10204.23,11.55,753.39,1,1
6/3/20,1705.35,9525.57,-36.8,-678.66,0,0
6/4/20,1700.05,9658.04,-5.3,132.47,0,1
6/6/20,1683.45,9794.56,-16.6,136.52,0,1
6/7/20,1683.45,9623.75,0.0,-170.81,0
6/5/20,1683.45,9670.43,0.0,46.68,1
6/8/20,1690.35,9753.85,6.9,83.42,1,1
6/9/20,1713.5,9782.59,23.15,28.74,1,1
6/10/20,1722.05,9775.15,8.55,-7.44,1,0
6/11/20,1738.25,9892.13,16.2,116.98,1,1
6/13/20,1733.5,9286.42,-4.75,-605.71,0,0
6/14/20,1733.5,9459.97,0.0,173.55,1
6/12/20,1733.5,9473.5,0.0,13.53,1
6/15/20,1710.45,9330.07,-23.05,-143.43,0,0
6/16/20,1719.85,9426.7,9.4,96.63,1,1
6/17/20,1724.35,9526.0,4.5,99.3,1,1
6/18/20,1719.5,9454.81,-4.85,-71.19,0,0
6/20/20,1734.75,9380.03,15.25,-74.78,1,0
6/21/20,1734.75,9300.15,0.0,-79.88,0
6/19/20,1734.75,9357.43,0.0,57.28,1
6/22/20,1761.85,9284.78,27.1,-72.65,1,0
6/23/20,1768.9,9691.9,7.05,407.12,1,1
6/24/20,1766.05,9621.49,-2.85,-70.41,0,0
6/25/20,1756.55,9276.58,-9.5,-344.91,0,0
6/27/20,1747.6,9240.85,-8.95,-35.73,0,0
6/28/20,1747.6,9154.45,0.0,-86.4,0
6/26/20,1747.6,9004.23,0.0,-150.22,0
6/29/20,1771.6,9127.47,24.0,123.24,1,1
6/30/20,1768.1,9185.35,-3.5,57.88,0,1
7/1/20,1771.05,9133.97,2.95,-51.38,1,0
7/2/20,1777.45,9236.38,6.4,102.41,1,1
7/4/20,1772.9,9087.98,-4.55,-148.4,0,0
7/5/20,1772.9,9072.42,0.0,-15.56,0
7/3/20,1772.9,9131.31,0.0,58.89,1
7/6/20,1787.9,9089.09,15.0,-42.22,1,0
7/7/20,1789.55,9348.91,1.65,259.82,1,1
7/8/20,1811.1,9256.23,21.55,-92.68,1,0
7/9/20,1812.1,9440.07,1.0,183.84,1,1
7/11/20,1803.1,9238.04,-9.0,-202.03,0,0
7/12/20,1803.1,9287.4,0.0,49.36,1
7/10/20,1803.1,9235.96,0.0,-51.44,0
7/13/20,1807.5,9295.9,4.4,59.94,1,1
7/14/20,1801.9,9238.13,-5.6,-57.77,0,0
7/15/20,1804.6,9254.52,2.7,16.39,1,1
7/16/20,1807.7,9193.51,3.1,-61.01,1,0
7/18/20,1807.35,9131.0,-0.35,-62.51,0,0
7/19/20,1807.35,9154.19,0.0,23.19,1
7/17/20,1807.35,9174.71,0.0,20.52,1
7/20/20,1815.65,9214.66,8.3,39.95,1,1
7/21/20,1842.55,9163.87,26.9,-50.79,1,0
7/22/20,1852.4,9392.66,9.85,228.79,1,1
7/23/20,1878.3,9537.4,25.9,144.74,1,1
7/25/20,1902.1,9613.11,23.8,75.71,1,1
7/26/20,1902.1,9551.28,0.0,-61.83,0
7/24/20,1902.1,9707.5,0.0,156.22,1
7/27/20,1936.65,9938.83,34.55,231.33,1,1
7/28/20,1940.9,11042.4,4.25,1103.57,1,1
7/29/20,1950.9,10934.94,10.0,-107.46,1,0
7/30/20,1957.65,11102.67,6.75,167.73,1,1
8/1/20,1964.9,11114.93,7.25,12.26,1,1
8/2/20,1964.9,11343.88,0.0,228.95,1
7/31/20,1964.9,11823.69,0.0,479.81,1
8/3/20,1958.55,11077.77,-6.35,-745.92,0,0
8/4/20,1977.9,11242.57,19.35,164.8,1,1
8/5/20,2048.15,11194.25,70.25,-48.32,1,0
8/6/20,2067.15,11750.28,19.0,556.03,1,1
8/8/20,2031.15,11772.94,-36.0,22.66,0,1
8/9/20,2031.15,11605.6,0.0,-167.34,0
8/7/20,2031.15,11767.6,0.0,162.0,1
8/10/20,2044.5,11684.06,13.35,-83.54,1,0
8/11/20,1939.65,11893.03,-104.85,208.97,0,1
8/12/20,1931.9,11392.43,-7.75,-500.6,0,0
8/13/20,1944.25,11573.11,12.35,180.68,1,1
8/15/20,1944.75,11777.43,0.5,204.32,1,1
8/16/20,1944.75,11774.38,0.0,-3.05,0
8/14/20,1944.75,11873.98,0.0,99.6,1
8/17/20,1972.85,11914.01,28.1,40.03,1,1
8/18/20,2008.75,12293.72,35.9,379.71,1,1
8/19/20,1981.0,11969.53,-27.75,-324.19,0,0
8/20/20,1927.15,11734.0,-53.85,-235.53,0,0
8/22/20,1924.35,11865.82,-2.8,131.82,0,1
8/23/20,1924.35,11522.8,0.0,-343.02,0
8/21/20,1924.35,11683.44,0.0,160.64,1
8/24/20,1943.95,11653.02,19.6,-30.42,1,0
8/25/20,1911.15,11763.93,-32.8,110.91,0,1
8/26/20,1932.95,11337.4,21.8,-426.53,1,0
8/27/20,1923.85,11467.37,-9.1,129.97,0,1
8/29/20,1957.35,11302.01,33.5,-165.36,1,0
8/30/20,1957.35,11534.75,0.0,232.74,1
8/31/20,1957.35,11481.64,0.0,-53.11,0
8/28/20,1957.35,11707.78,0.0,226.14,1
9/1/20,1972.35,11659.57,15.0,-48.21,1,0
9/2/20,1947.05,11923.25,-25.3,263.68,0,1
9/3/20,1940.45,11397.44,-6.6,-525.81,0,0
9/5/20,1926.3,10187.51,-14.15,-1209.93,0,0
9/6/20,1926.3,10467.89,0.0,280.38,1
9/4/20,1926.3,10159.62,0.0,-308.27,0
